(x, y), Year, Month, Town, Block, Floor_Area, Flat_Model, Lease_Commence_Date, Price_Per_Square_Meter
(1, 80),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 81),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 82),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 83),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 84),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 85),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 86),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 87),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 88),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 89),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 90),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 91),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 92),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 93),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 94),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 95),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 96),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 97),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 98),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 99),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 100),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 101),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 102),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 103),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 104),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 105),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 106),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 107),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 108),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 109),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 110),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(1, 111),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 112),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 113),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 114),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 115),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 116),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 117),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 118),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 119),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 120),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 121),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 122),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 123),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 124),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 125),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 126),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 127),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(1, 128),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 129),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 130),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 131),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 132),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 133),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 134),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 135),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 136),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 137),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 138),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 139),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 140),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 141),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 142),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(1, 143),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(1, 144),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(1, 145),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(1, 146),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(1, 147),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(1, 148),2022,04,PASIR RIS,219,149,Apartment,1993,4698
(1, 149),2022,04,PASIR RIS,219,149,Apartment,1993,4698
(2, 80),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 81),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 82),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 83),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 84),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 85),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 86),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 87),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 88),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 89),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 90),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 91),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 92),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 93),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 94),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 95),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 96),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 97),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 98),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 99),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 100),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 101),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 102),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 103),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 104),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 105),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 106),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 107),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 108),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 109),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 110),2022,04,CHOA CHU KANG,684B,110,Improved,2002,3891
(2, 111),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 112),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 113),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 114),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 115),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 116),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 117),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 118),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 119),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 120),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 121),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 122),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 123),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 124),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 125),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 126),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 127),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(2, 128),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 129),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 130),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 131),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 132),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 133),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 134),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 135),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 136),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 137),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 138),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 139),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 140),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 141),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 142),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(2, 143),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(2, 144),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(2, 145),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(2, 146),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(2, 147),2022,04,PASIR RIS,238,147,Apartment,1993,4422
(2, 148),2022,05,CHOA CHU KANG,754,149,Apartment,1995,4631
(2, 149),2022,05,CHOA CHU KANG,754,149,Apartment,1995,4631
(2, 150),2022,05,CHOA CHU KANG,108,150,Maisonette,1989,4720
(3, 80),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 81),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 82),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 83),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 84),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 85),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 86),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 87),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 88),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 89),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 90),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 91),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 92),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 93),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 94),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 95),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 96),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 97),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 98),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 99),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 100),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 101),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 102),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 103),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 104),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 105),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 106),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 107),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 108),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 109),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 110),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 111),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 112),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 113),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 114),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 115),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 116),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 117),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 118),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 119),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 120),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 121),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 122),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 123),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(3, 124),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(3, 125),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(3, 126),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(3, 127),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(3, 128),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 129),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 130),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 131),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 132),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 133),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 134),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 135),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 136),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 137),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 138),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 139),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 140),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 141),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 142),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(3, 143),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(3, 144),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(3, 145),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(3, 146),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(3, 147),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(3, 148),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(3, 149),2022,06,PASIR RIS,132,149,Apartment,1994,4564
(3, 150),2022,05,CHOA CHU KANG,108,150,Maisonette,1989,4720
(4, 80),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 81),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 82),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 83),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 84),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 85),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 86),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 87),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 88),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 89),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 90),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 91),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 92),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 93),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 94),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 95),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 96),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 97),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 98),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 99),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 100),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 101),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 102),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 103),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 104),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 105),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 106),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 107),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 108),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 109),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 110),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 111),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 112),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 113),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 114),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 115),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 116),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 117),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 118),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 119),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 120),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 121),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 122),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 123),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(4, 124),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(4, 125),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(4, 126),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(4, 127),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(4, 128),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 129),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 130),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 131),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 132),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 133),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 134),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 135),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 136),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 137),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 138),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 139),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 140),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 141),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 142),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(4, 143),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(4, 144),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(4, 145),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(4, 146),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(4, 147),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(4, 148),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(4, 149),2022,06,PASIR RIS,132,149,Apartment,1994,4564
(4, 150),2022,07,PASIR RIS,158,152,Apartment,1995,4671
(5, 80),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(5, 81),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(5, 82),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
